i,book_id,title,authors,original_publication_year,average_rating,tags_text,small_image_url,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,isbn13,image_url,google_cover_url,google_cover_url_large
7454,7455,News of the World,Paulette Jiles,2016.0,4.14,to-read historical-fiction currently-reading fiction book-club,https://images.gr-assets.com/books/1440342988s/25817493.jpg,15476,170,573,3324,8636,7837,9780062409200,https://images.gr-assets.com/books/1440342988m/25817493.jpg,,
7455,7456,"Blowback (Scot Harvath, #4)",Brad Thor,2005.0,4.17,thriller to-read fiction currently-reading scot-harvath,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11410,91,330,2153,5177,5347,9781416505420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7456,7457,Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik,2010.0,4.2,to-read currently-reading mythology favorites fiction,https://images.gr-assets.com/books/1357361164s/9864913.jpg,9534,82,220,1487,4542,4266,9780143104250,https://images.gr-assets.com/books/1357361164m/9864913.jpg,,
7457,7458,Women of the Silk,Gail Tsukiyama,1991.0,3.94,to-read historical-fiction fiction china favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12769,132,581,3135,5451,3878,9780312099440,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7458,7459,The Prisoner of Zenda,Anthony Hope,1894.0,3.87,classics fiction adventure favorites classic,https://images.gr-assets.com/books/1356449081s/54492.jpg,12530,197,817,4073,5337,4322,9780140621310,https://images.gr-assets.com/books/1356449081m/54492.jpg,,
7459,7460,"Flutter (My Blood Approves, #3)",Amanda Hocking,2010.0,3.97,vampires young-adult paranormal favorites ya,https://images.gr-assets.com/books/1282496658s/8349348.jpg,14828,255,1045,4079,6089,6467,9780557489560,https://images.gr-assets.com/books/1282496658m/8349348.jpg,,
7460,7461,"Tall, Tatted and Tempting (The Reed Brothers, #1)",Tammy Falkner,2013.0,4.23,romance currently-reading to-read kindle contemporary,https://images.gr-assets.com/books/1371580822s/18089551.jpg,24680,267,699,3437,9286,11266,,https://images.gr-assets.com/books/1371580822m/18089551.jpg,,
7461,7462,Leviathan,Paul Auster,1992.0,3.95,to-read fiction currently-reading favorites american,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10002,105,490,2684,5165,3350,9780140178140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7462,7463,Saving Faith,David Baldacci,1999.0,3.82,to-read currently-reading david-baldacci fiction thriller,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13377,154,771,4301,6283,3604,9780446608890,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7463,7464,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",R.A. Salvatore,1999.0,3.89,to-read fantasy forgotten-realms currently-reading owned,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12099,305,972,3248,4318,4566,9780786914040,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7464,7465,"The Haunted Mask (Goosebumps, #11)",R.L. Stine,1993.0,3.77,to-read horror goosebumps currently-reading childrens,https://images.gr-assets.com/books/1328867787s/308540.jpg,14043,334,1389,4424,3863,4789,9780439568330,https://images.gr-assets.com/books/1328867787m/308540.jpg,,
7465,7466,Tyrannosaur Canyon (Wyman Ford #1),Douglas Preston,2005.0,3.78,to-read thriller fiction mystery adventure,https://images.gr-assets.com/books/1419207931s/136641.jpg,13452,212,894,4281,5674,3529,9780765349650,https://images.gr-assets.com/books/1419207931m/136641.jpg,,
7466,7467,The Girl Before,J.P. Delaney,2017.0,3.7,to-read currently-reading mystery thriller fiction,https://images.gr-assets.com/books/1485972587s/28016509.jpg,23500,829,2691,9883,13716,7296,9780425285050,https://images.gr-assets.com/books/1485972587m/28016509.jpg,,
7467,7468,Wayside School Gets A Little Stranger (Wayside School #3),Louis Sachar,1995.0,4.18,to-read childrens fiction children humor,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15566,208,599,2935,5001,7758,9780747569110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7468,7469,Summer of Night,Dan Simmons,1991.0,4.0,to-read horror currently-reading fiction favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13014,302,691,2903,5308,5237,9780446362660,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7469,7470,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm","Jim Butcher, Mark Powers, Ardian Syaf",2009.0,4.36,to-read graphic-novels fantasy urban-fantasy graphic-novel,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11953,57,204,1451,3908,6357,9780345506400,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7470,7471,Tourist Season,Carl Hiaasen,1986.0,3.95,to-read fiction mystery humor currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13850,110,538,3478,6486,4127,9780446695720,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7471,7472,السنجة,أحمد خالد توفيق,2012.0,3.16,to-read currently-reading أحمد-خالد-توفيق روايات احمد-خالد-توفيق,https://images.gr-assets.com/books/1349778839s/16076787.jpg,10449,1051,1895,3540,2772,1466,9789992195740,https://images.gr-assets.com/books/1349778839m/16076787.jpg,,
7472,7473,"204 Rosewood Lane (Cedar Cove, #2)",Debbie Macomber,2002.0,4.15,to-read debbie-macomber currently-reading romance fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14454,113,415,3072,5688,6659,9780778322600,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7473,7474,"Unseen (Will Trent, #7)",Karin Slaughter,2013.0,4.17,to-read currently-reading mystery karin-slaughter thriller,https://images.gr-assets.com/books/1361517437s/16071767.jpg,12277,113,392,2532,6612,6402,9780345539470,https://images.gr-assets.com/books/1361517437m/16071767.jpg,,
7474,7475,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",Heather Brewer,2010.0,4.31,to-read vampires currently-reading young-adult favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14758,156,432,2188,4287,8303,9780525422430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7475,7476,Double Star,Robert A. Heinlein,1956.0,3.88,to-read science-fiction sci-fi fiction sf,https://images.gr-assets.com/books/1327984434s/175324.jpg,14661,107,764,4475,6023,4418,9780345330130,https://images.gr-assets.com/books/1327984434m/175324.jpg,,
7476,7477,"A Perfect Evil (Maggie O'Dell, #1)",Alex Kava,2000.0,4.02,to-read mystery thriller currently-reading crime,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13542,226,513,3075,5706,5075,9780778322340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7477,7478,Help Thanks Wow: The Three Essential Prayers,Anne Lamott,2012.0,3.97,to-read nonfiction spirituality non-fiction religion,https://images.gr-assets.com/books/1348147479s/15737147.jpg,12245,221,706,2823,4929,4541,9781594631290,https://images.gr-assets.com/books/1348147479m/15737147.jpg,,
7478,7479,"The Long Patrol (Redwall, #10)","Brian Jacques, Allan Curless",1997.0,4.1,to-read fantasy redwall fiction young-adult,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15343,62,489,3459,5748,6190,9780142402450,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7479,7480,The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker,2010.0,4.19,to-read currently-reading non-fiction history psychology,https://images.gr-assets.com/books/1311281857s/11107244.jpg,11437,302,514,1774,4134,6234,9780670022950,https://images.gr-assets.com/books/1311281857m/11107244.jpg,,
7480,7481,"When We Were Very Young (Winnie-the-Pooh, #3)","A.A. Milne, Ernest H. Shepard",1924.0,4.32,to-read poetry childrens classics children,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17922,145,472,2823,5139,10098,9780525444460,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7481,7482,My Sunshine Away,M.O. Walsh,2015.0,3.6,to-read currently-reading fiction mystery book-club,https://images.gr-assets.com/books/1412528921s/22367526.jpg,11118,350,1262,4050,5109,2364,9780399169530,https://images.gr-assets.com/books/1412528921m/22367526.jpg,,
7482,7483,The Truth Seeker (O'Malley #3),Dee Henderson,2001.0,4.39,to-read christian-fiction christian favorites fiction,https://images.gr-assets.com/books/1406514043s/370057.jpg,13796,72,233,1735,4364,8029,9781414310590,https://images.gr-assets.com/books/1406514043m/370057.jpg,,
7483,7484,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Dee Lestari,2006.0,3.82,to-read currently-reading indonesia favorites short-stories,https://images.gr-assets.com/books/1356018939s/1244286.jpg,8904,114,501,2643,3701,2336,9789799625730,https://images.gr-assets.com/books/1356018939m/1244286.jpg,,
7484,7485,سینوهه,"Mika Waltari, ذبیح‌الله منصوری",1945.0,4.08,to-read currently-reading favorites fiction classics,https://images.gr-assets.com/books/1388361248s/364826.jpg,5907,344,641,1958,3743,5185,,https://images.gr-assets.com/books/1388361248m/364826.jpg,,
7485,7486,Great House,Nicole Krauss,2010.0,3.45,to-read owned contemporary contemporary-fiction abandoned,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13582,634,1954,4900,4987,2504,9780393079980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7486,7487,"The Kept Woman (Will Trent, #8)",Karin Slaughter,2016.0,4.1,to-read currently-reading audio thrillers audiobooks,https://images.gr-assets.com/books/1462032117s/28374062.jpg,8175,216,625,3116,7374,6789,9780062430210,https://images.gr-assets.com/books/1462032117m/28374062.jpg,,
7487,7488,"Maid for Love (Gansett Island Series, #1)",Marie Force,2011.0,3.98,romance to-read currently-reading kindle contemporary-romance,https://images.gr-assets.com/books/1402425002s/11808919.jpg,14989,349,1021,4232,7220,6932,9780983475440,https://images.gr-assets.com/books/1402425002m/11808919.jpg,,
7488,7489,And the Shofar Blew,Francine Rivers,2003.0,4.11,to-read christian-fiction currently-reading fiction christian,https://images.gr-assets.com/books/1406507476s/95619.jpg,11618,154,510,2258,4069,5134,9780842365830,https://images.gr-assets.com/books/1406507476m/95619.jpg,,
7489,7490,"Prentice Alvin (Tales of Alvin Maker, #3)",Orson Scott Card,1989.0,3.77,fantasy fiction to-read alternate-history owned,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14326,137,887,4864,6378,3468,9781841490240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7490,7491,"44 Scotland Street (44 Scotland Street, #1)",Alexander McCall Smith,2005.0,3.61,to-read fiction currently-reading scotland mystery,https://images.gr-assets.com/books/1298439814s/97875.jpg,14795,450,1646,5140,6218,3314,9781400079440,https://images.gr-assets.com/books/1298439814m/97875.jpg,,
7491,7492,Chill Factor,Sandra Brown,2005.0,3.95,to-read sandra-brown currently-reading romance romantic-suspense,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13255,147,647,3606,6119,4573,9780743466780,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7492,7493,Odd and the Frost Giants,"Neil Gaiman, Mark Buckingham",2008.0,3.95,to-read fantasy fiction childrens mythology,https://images.gr-assets.com/books/1323790894s/2108198.jpg,15407,81,687,5043,8927,5548,9780747595380,https://images.gr-assets.com/books/1323790894m/2108198.jpg,,
7493,7494,The Magpies,Mark  Edwards,2013.0,3.8,to-read currently-reading thriller kindle horror,https://images.gr-assets.com/books/1364934901s/17726978.jpg,6663,455,1174,3560,5385,4328,9781483911890,https://images.gr-assets.com/books/1364934901m/17726978.jpg,,
7494,7495,Season of Migration to the North,"Tayeb Salih, Denys Johnson-Davies",1966.0,3.71,to-read currently-reading favorites novels روايات,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5985,623,1184,3205,4418,3624,9780435900660,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7495,7496,The Golden Notebook,Doris Lessing,1962.0,3.75,to-read currently-reading fiction classics feminism,https://images.gr-assets.com/books/1367457541s/24100.jpg,13790,727,1465,3429,5023,4734,9780060931410,https://images.gr-assets.com/books/1367457541m/24100.jpg,,
7496,7497,"The Winter Rose (The Tea Rose, #2)",Jennifer Donnelly,2008.0,4.29,to-read historical-fiction currently-reading favorites romance,https://images.gr-assets.com/books/1319665261s/396266.jpg,13930,158,348,1959,5495,7699,9780007191320,https://images.gr-assets.com/books/1319665261m/396266.jpg,,
7497,7498,"The Last Full Measure (The Civil War Trilogy, #3)",Jeff Shaara,1991.0,4.22,to-read historical-fiction civil-war fiction history,https://images.gr-assets.com/books/1331939776s/29923.jpg,12037,64,218,1924,5063,5350,9780345434810,https://images.gr-assets.com/books/1331939776m/29923.jpg,,
7498,7499,Oscar et la dame rose,Éric-Emmanuel Schmitt,1996.0,4.2,to-read favorites fiction french currently-reading,https://images.gr-assets.com/books/1399593530s/120461.jpg,9928,255,663,2516,5141,7921,9782226135020,https://images.gr-assets.com/books/1399593530m/120461.jpg,,
7499,7500,When Bad Things Happen to Good People,Harold S. Kushner,1981.0,4.02,to-read currently-reading non-fiction self-help nonfiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10615,234,607,2414,3785,4525,9781400034730,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7500,7501,"Post Captain (Aubrey/Maturin, #2)",Patrick O'Brian,1972.0,4.29,to-read fiction currently-reading historical-fiction historical,https://images.gr-assets.com/books/1375475591s/17768.jpg,7714,38,222,1761,5412,6308,9780006499170,https://images.gr-assets.com/books/1375475591m/17768.jpg,,
7501,7502,"Dragon Flight (Dragon Slippers, #2)",Jessica Day George,2008.0,4.18,to-read fantasy dragons favorites young-adult,https://images.gr-assets.com/books/1441437868s/2208744.jpg,15918,205,499,2840,5512,7404,9781599901110,https://images.gr-assets.com/books/1441437868m/2208744.jpg,,
7502,7503,"What Katy Did (Carr Family, #1)",Susan Coolidge,1872.0,3.89,to-read classics childrens currently-reading fiction,https://images.gr-assets.com/books/1327538133s/730501.jpg,13935,311,914,3989,5256,5026,9780543904710,https://images.gr-assets.com/books/1327538133m/730501.jpg,,
7503,7504,Homer Price (A Puffin Book),Robert McCloskey,1942.0,4.07,to-read childrens fiction children children-s-books,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16836,253,666,3602,5764,6970,9780140309270,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7504,7505,"Shatterglass (The Circle Opens, #4)",Tamora Pierce,2003.0,4.16,to-read young-adult fantasy ya fiction,https://images.gr-assets.com/books/1366303866s/153782.jpg,18253,104,596,3731,6493,8309,9780590396970,https://images.gr-assets.com/books/1366303866m/153782.jpg,,
7505,7506,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",David Eddings,1982.0,4.27,to-read fantasy favorites currently-reading fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13215,125,419,1945,4262,6751,9780345456330,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7506,7507,The Lucifer Effect: Understanding How Good People Turn Evil,Philip G. Zimbardo,2007.0,3.94,to-read currently-reading psychology non-fiction nonfiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11860,345,741,2660,4809,4389,9781400064110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7507,7508,The Scent of Rain and Lightning,Nancy Pickard,2010.0,3.79,to-read mystery fiction currently-reading book-club,https://images.gr-assets.com/books/1320509039s/6606456.jpg,14423,201,903,4337,7048,3436,9780345471020,https://images.gr-assets.com/books/1320509039m/6606456.jpg,,
7508,7509,"Pacific Vortex! (Dirk Pitt, #1)","Clive Cussler, Michael Pritchard",1983.0,3.76,to-read adventure clive-cussler fiction thriller,https://images.gr-assets.com/books/1269478239s/361081.jpg,14476,220,913,4951,5693,3735,9780553276330,https://images.gr-assets.com/books/1269478239m/361081.jpg,,
7509,7510,"One More Chance (Rosemary Beach, #8; Chance, #2)",Abbi Glines,2014.0,4.29,new-adult favorites romance currently-reading abbi-glines,https://images.gr-assets.com/books/1397837715s/17835766.jpg,23899,211,707,3304,8413,12673,,https://images.gr-assets.com/books/1397837715m/17835766.jpg,,
7510,7511,Aurora,Kim Stanley Robinson,2015.0,3.73,to-read science-fiction currently-reading sci-fi fiction,https://images.gr-assets.com/books/1436300570s/23197269.jpg,9686,316,1011,3163,4957,2803,9780316098110,https://images.gr-assets.com/books/1436300570m/23197269.jpg,,
7511,7512,"Purity in Death (In Death, #15)",J.D. Robb,2002.0,4.33,to-read mystery romance j-d-robb jd-robb,https://images.gr-assets.com/books/1305124004s/238137.jpg,16947,30,198,2677,7394,9663,9780749934420,https://images.gr-assets.com/books/1305124004m/238137.jpg,,
7512,7513,"The Hollow Hills (Arthurian Saga, #2)",Mary  Stewart,1973.0,4.23,to-read fantasy fiction historical-fiction arthurian,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17045,47,286,2851,7117,7732,9780060548260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7513,7514,"Among the Brave (Shadow Children, #5)",Margaret Peterson Haddix,2004.0,4.14,to-read young-adult dystopian dystopia currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16527,90,472,3307,6133,6983,9780689857960,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7514,7515,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail","Rusty Young, Thomas McFadden",2003.0,4.22,to-read non-fiction currently-reading biography travel,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7313,71,334,1775,4716,5276,9780312330350,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7515,7516,"Mars, Volume 01",Fuyumi Soryo,1996.0,4.13,to-read manga romance favorites graphic-novels,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14044,460,754,2411,3337,7143,9781931514580,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7516,7517,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard Feynman,1962.0,4.19,to-read non-fiction nonfiction owned currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11867,133,417,2123,4700,5867,9780465023930,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7517,7518,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Alice Waters,2007.0,4.11,to-read cookbooks food currently-reading cooking,https://images.gr-assets.com/books/1320458644s/688663.jpg,13022,405,516,2226,4091,5852,9780307336800,https://images.gr-assets.com/books/1320458644m/688663.jpg,,
7518,7519,"Centaur Aisle (Xanth, #4)",Piers Anthony,1981.0,3.77,to-read fantasy xanth fiction owned,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15431,109,950,5612,5774,4085,9780345418520,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7519,7520,The Year of Fog,Michelle Richmond,2006.0,3.46,to-read fiction currently-reading book-club mystery,https://images.gr-assets.com/books/1320513174s/332348.jpg,12248,375,1625,4774,4499,1984,9780385340110,https://images.gr-assets.com/books/1320513174m/332348.jpg,,
7520,7521,Crisis on Infinite Earths,"Marv Wolfman, George Pérez",1985.0,4.01,comics graphic-novels currently-reading cómics graphic-novel,https://images.gr-assets.com/books/1327906696s/194479.jpg,12915,224,786,2906,4196,5238,9781563897500,https://images.gr-assets.com/books/1327906696m/194479.jpg,,
7521,7522,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John Hodgman,2005.0,3.81,to-read humor currently-reading fiction non-fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11246,361,930,2830,4301,3513,9781594482230,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7522,7523,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",J.K. Rowling,2016.0,4.21,to-read currently-reading fantasy short-stories harry-potter,https://images.gr-assets.com/books/1502156557s/31538647.jpg,14977,63,346,2806,5543,7086,,https://images.gr-assets.com/books/1502156557m/31538647.jpg,,
7523,7524,"Ronia, the Robber's Daughter","Astrid Lindgren, Patricia Crampton, Trina Schart Hyman",1981.0,4.27,favorites fantasy children childhood fiction,https://images.gr-assets.com/books/1451632787s/19314.jpg,14470,147,475,2623,6056,9059,9780140317210,https://images.gr-assets.com/books/1451632787m/19314.jpg,,
7524,7525,"Spider Bones (Temperance Brennan, #13)",Kathy Reichs,2010.0,3.9,to-read fiction kathy-reichs mystery default,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15403,182,881,4716,7139,5279,9781439102400,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7525,7526,No Talking,Andrew Clements,2007.0,3.94,to-read currently-reading realistic-fiction favorites fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14083,264,875,3428,4864,5100,9781416909840,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7526,7527,"Blood on Snow (Blood on Snow, #1)","Jo Nesbø, Neil Smith",2014.0,3.5,to-read currently-reading crime fiction mystery,https://images.gr-assets.com/books/1422370944s/23602504.jpg,9370,371,1528,4993,4788,2259,9780385354200,https://images.gr-assets.com/books/1422370944m/23602504.jpg,,
7527,7528,"Wait for Me (Against All Odds, #1)",Elisabeth Naughton,2011.0,3.98,to-read romance currently-reading kindle favorites,https://images.gr-assets.com/books/1344212446s/13282015.jpg,12572,268,783,3171,6659,5293,9781468139330,https://images.gr-assets.com/books/1344212446m/13282015.jpg,,
7528,7529,The Garden of Evening Mists,Tan Twan Eng,2011.0,4.08,to-read historical-fiction fiction favorites currently-reading,https://images.gr-assets.com/books/1333033941s/12031532.jpg,10211,197,554,2244,5213,4957,9781905802490,https://images.gr-assets.com/books/1333033941m/12031532.jpg,,
7529,7530,"The Cellar (The Cellar, #1)",Natasha Preston,2014.0,3.94,to-read favorites books-i-own young-adult mystery,https://images.gr-assets.com/books/1349350056s/16066586.jpg,8103,529,1197,3211,5261,6226,,https://images.gr-assets.com/books/1349350056m/16066586.jpg,,
7530,7531,"The Gentlemen's Alliance †, Vol. 1",Arina Tanemura,2005.0,3.96,to-read manga romance favorites currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13260,645,1067,2618,2997,6104,9781421511830,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7531,7532,"Rusty Nailed (Cocktail, #2)",Alice Clayton,2014.0,3.97,romance to-read favorites contemporary contemporary-romance,https://images.gr-assets.com/books/1470670923s/18775203.jpg,22614,258,1134,5808,10237,8019,9781476766670,https://images.gr-assets.com/books/1470670923m/18775203.jpg,,
7532,7533,"Dark Guardian (Dark, #9)",Christine Feehan,2002.0,4.33,to-read paranormal-romance paranormal christine-feehan romance,https://images.gr-assets.com/books/1327896501s/94813.jpg,17197,133,461,2430,5402,9805,9780843949940,https://images.gr-assets.com/books/1327896501m/94813.jpg,,
7533,7534,Prophet,Frank E. Peretti,1992.0,3.92,to-read christian-fiction fiction christian currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11708,230,723,3016,4130,4225,9781581345260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7534,7535,"The Wicked Will Rise (Dorothy Must Die, #2)",Danielle  Paige,2015.0,3.82,to-read currently-reading fantasy young-adult ya,https://images.gr-assets.com/books/1423841142s/18602341.jpg,16739,255,1094,5155,7240,4743,9780062280700,https://images.gr-assets.com/books/1423841142m/18602341.jpg,,
7535,7536,"Dark Fire (Dark, #6)",Christine Feehan,2001.0,4.3,to-read paranormal-romance christine-feehan romance paranormal,https://images.gr-assets.com/books/1269221471s/313263.jpg,17704,120,507,2802,5750,9765,9780505524480,https://images.gr-assets.com/books/1269221471m/313263.jpg,,
7536,7537,Citizen: An American Lyric,Claudia Rankine,2014.0,4.3,to-read poetry currently-reading non-fiction nonfiction,https://images.gr-assets.com/books/1420944502s/20613761.jpg,14115,248,407,1654,4840,7664,9781555976900,https://images.gr-assets.com/books/1420944502m/20613761.jpg,,
7537,7538,"Carry on, Jeeves (Jeeves, #3)",P.G. Wodehouse,1925.0,4.28,to-read fiction humor currently-reading classics,https://images.gr-assets.com/books/1358970388s/16387.jpg,13133,39,186,1983,6222,6714,9781585673930,https://images.gr-assets.com/books/1358970388m/16387.jpg,,
7538,7539,"The Magic Thief (Magic Thief, #1)","Sarah Prineas, Antonio Javier Caparo",2008.0,3.94,to-read fantasy currently-reading favorites magic,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14371,363,874,3396,5338,5289,9780061375870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7539,7540,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Michael Azerrad,2001.0,4.2,to-read favorites history music biography,https://images.gr-assets.com/books/1168029429s/29393.jpg,10562,233,335,1394,3987,4955,9780316787540,https://images.gr-assets.com/books/1168029429m/29393.jpg,,
7540,7541,"I, Elizabeth",Rosalind Miles,1992.0,4.01,to-read historical-fiction currently-reading fiction historical,https://images.gr-assets.com/books/1403186670s/56353.jpg,12132,174,549,2614,4656,4360,9780609809100,https://images.gr-assets.com/books/1403186670m/56353.jpg,,
